question,topic,crop,agro_zone,document_id,reference_answer,QuestionId
How many farmers in Kenya grow potatoes?,climate_adaptation,general,sub_humid,doc_cli_111,"About 800,000 farmers grow potatoes in Kenya.",346
Will improving feed quality increase WAD goat weight and reproduction?,livestock,livestock,sub_humid,doc_liv_086,"Yes, the model shows that higher feed quality significantly influences weight development and reproductive performance in WAD goats.",347
When should I apply chemicals to control Desert Locusts?,general,general,semi_arid,doc_gen_147,Use the model that predicts locust phase with only a 6.1% error; apply chemicals when the model indicates a high risk phase.,348
How many households were interviewed in Basona Worena?,livestock,general,highland,doc_liv_087,114 households were interviewed in Basona Worena.,349
What is the main goal of the Feed the Future Innovation Lab for Small-Scale Irrigation (ILSSI) project mentioned in the document?,livestock,general,highland,doc_liv_089,"The ILSSI project aims to improve the effective use of scarce water supplies by implementing small-scale irrigation interventions for Ethiopian, Ghanaian, and Tanzanian farmers.",350
What causes farmers to avoid growing potatoes during the main season in Shashemene?,crop_diseases,general,semi_arid,doc_dis_123,Late blight and bacterial wilt are the main reasons farmers skip potato crops in the main growing season.,351
What was the focus of the Gender Research Fellowship Programme that took place from 2013 to 2014?,general,general,sub_humid,doc_gen_009,"It focused on gender-responsive participatory methods to examine tree and forest management processes and forest-based livelihoods, integrating gender considerations into forest genetic resource projects.",352
How much fertilizer can be saved by planting forages in our area?,fertiliser,general,"highland, semi_arid, sub_humid",doc_fer_007,"The assessment shows that planting forages can reduce the amount of fertilizer you need to use, indicating potential savings in fertilizer costs.",353
How are multi-stakeholder forums (MSFs) organized for land-use change discussions?,climate_adaptation,general,highland,doc_cli_029,"MSFs are interactive processes that bring together a range of stakeholders to participate in dialogue, decision-making and/or implementation regarding actions addressing a common problem or goal.",354
What is the purpose of the AICCRA project mentioned in the guide?,climate_adaptation,general,"semi_arid, sub_humid",doc_cli_034,"AICCRA delivers climate-smart solutions for Africa, driven by science and innovation in agriculture.",355
How can I start using alternate wetting and drying in my rice fields?,climate_adaptation,general,"highland, semi_arid",doc_cli_039,"Join a participatory demonstration project, where local experts will show how to alternate wetting and drying and harvest tailwater.",356
What causes fish diseases and mortality in Ghanaian aquaculture and how can they be reduced?,crop_diseases,livestock,sub_humid,doc_dis_054,"Fish diseases and mortality are major challenges in Ghanaian aquaculture, often linked to poor strain and broodstock development, low productivity, and inadequate management practices. Improving broodstock quality, adopting better husbandry practices, and ensuring proper maintenance of cages can help reduce these problems.",357
Do I need to use ethephon stimulation on my IRCA130 rubber trees to increase latex yield?,fertiliser,general,sub_humid,doc_fer_028,"No, for IRCA130 high-yielding clones with low sugar and high inorganic phosphorus content, ethephon stimulation is not necessary to improve yield.",358
Which type of weather data should I use to help improve my farm's productivity?,climate_adaptation,general,highland,doc_cli_060,Field-scale weather data is preferred by researchers and is most useful for local crop management.,359
What does the CGIAR Research Program on Dryland Systems aim to achieve for dryland communities?,fertiliser,general,"highland, semi_arid",doc_fer_039,It aims to improve the lives of 1.6 billion people and mitigate land and resource degradation in 3 billion hectares across the world's dry areas.,360
How much soil loss can I expect if I use the recommended land management practices?,soil_health,general,highland,doc_soi_014,"Using these practices reduces soil loss to about 0.5 t ha−1 yr−1, far below the tolerable rate of 10 t ha−1 yr−1.",361
How many participants attended the workshop in Goma?,climate_adaptation,general,sub_humid,doc_cli_071,49 participants attended the workshop.,362
What was the main goal of the IBLI feasibility study in the Somali and Afar regions?,livestock,general,"semi_arid, sub_humid",doc_liv_016,The study aimed to assess the feasibility and scalability of Index Based Livestock Insurance (IBLI) in those regions.,363
What is the purpose of the post-investment report on climate-smart financing solutions in Kenya's sorghum value chain?,climate_adaptation,general,"semi_arid, sub_humid",doc_cli_020,It aims to disseminate interim research on scaling climate services and climate-smart agriculture in Africa to stimulate feedback from the scientific community.,364
How many countries were included in the latest Afrobarometer round?,general,general,sub_humid,doc_gen_017,"The latest round (Round 9, 2021-2023) covered 39 countries.",365
Which cassava varieties in the Set3 trial showed good disease resistance in the Warri sub-humid agro-zone?,crop_diseases,cassava,sub_humid,doc_dis_040,"The excerpt does not specify which of the 15 clones showed disease resistance, so this cannot be determined from the provided text.",366
Can the attenuated strains of Ehrlichia ruminantium be used as a vaccine for ruminants?,crop_diseases,general,semi_arid,doc_dis_041,"Yes, the attenuated strains induce limited clinical signs and provide strong protection against a homologous challenge.",367
Are the plantain varieties Essong and Big Ebanga resistant to the nematode Radopholus similis?,general,general,sub_humid,doc_gen_063,The sensitivity of Essong and Big Ebanga to R. similis is unknown.,368
Which life stage of Augosoma centaurus is more commonly eaten in Eastern Cameroon?,pests,general,sub_humid,doc_pes_009,About 65% of consumers prefer the adult stage over the larvae.,369
"What are some successful ways to improve pig farmers' access to services, inputs, and markets in Uganda?",livestock,general,"highland, semi_arid",doc_liv_051,"The excerpt does not give specific strategies, so SKIP",370
Can growing house crickets help provide zinc for children's diets?,fertiliser,general,semi_arid,doc_fer_004,"Yes, house crickets are a rich source of zinc and consuming them could be an effective public health measure to combat zinc deficiency.",371
What is an Innovation Platform?,fertiliser,general,sub_humid,doc_fer_010,"It is a tool for building innovation capacity, helping smallholder producers adapt to complex, uncertain environments.",372
How does the new innovation assess post-harvest losses in the tomato supply chain?,fertiliser,general,sub_humid,doc_fer_016,"It uses a framework that identifies practices and underlying causes at each supply-chain stage, based on literature search and deductive logic.",373
